source_file,base_id,type,question,links
file_1.xlsx,5,synthetic_new_unanswered,"Можно ли использовать материнский капитал для оплаты обучения детей, и какова сумма, доступная для этой цели?",https://docs.cntd.ru/document/407577120
file_1.xlsx,5,synthetic_new_unanswered,Какой срок действует право на получение регионального материнского капитала после рождения третьего ребенка?,https://docs.cntd.ru/document/407577120
file_1.xlsx,5,synthetic_new_unanswered,Влияет ли семейное положение или наличие других детей на размер материнского капитала в Тульской области?,https://docs.cntd.ru/document/407577120
file_1.xlsx,5,synthetic_new_unanswered,Какие дополнительные условия нужно выполнить для получения регионального материнского капитала сверх установленных требований?,https://docs.cntd.ru/document/407577120
file_1.xlsx,6,original,На какие цели можно использовать материнский (семейный) капитал?,https://docs.cntd.ru/document/407577120
file_1.xlsx,6,synthetic_new_unanswered,"Можно ли использовать материнский капитал для оплаты расходов по договорам долевого участия в строительстве жилья, если строительство еще не завершено?",https://docs.cntd.ru/document/407577120
file_1.xlsx,6,synthetic_new_unanswered,Каковы ограничения по срокам использования средств материнского капитала для реконструкции жилья?,https://docs.cntd.ru/document/407577120
file_1.xlsx,6,synthetic_new_unanswered,Можно ли направить материнский капитал на оплату обучения детей в частных образовательных учреждениях?,https://docs.cntd.ru/document/407577120
file_1.xlsx,6,synthetic_new_unanswered,"В каких случаях средства материнского капитала можно использовать для покупки автотранспортных средств, изготовленных за рубежом?",https://docs.cntd.ru/document/407577120
file_1.xlsx,6,synthetic_new_unanswered,Можно ли использовать материнский капитал для улучшения жилищных условий в случае раздела имущества после развода?,https://docs.cntd.ru/document/407577120
file_1.xlsx,7,original,Где можно оформить ежемесячную денежную компенсацию на питание ребенку (до трех лет),"1.https://docs.cntd.ru/document/412300546
2.https://docs.cntd.ru/document/578192930
"
file_1.xlsx,7,synthetic_new_unanswered,Какие документы необходимо подготовить для оформления ежемесячной денежной компенсации на питание ребенка до трех лет?,"1.https://docs.cntd.ru/document/412300546
2.https://docs.cntd.ru/document/578192930
"
file_1.xlsx,7,synthetic_new_unanswered,"Можно ли оформить компенсацию на питание ребенка, если семья уже получает другие социальные выплаты?","1.https://docs.cntd.ru/document/412300546
2.https://docs.cntd.ru/document/578192930
"
file_1.xlsx,7,synthetic_new_unanswered,Как долго рассматривается заявление на получение ежемесячной денежной компенсации и как узнать о результате?,"1.https://docs.cntd.ru/document/412300546
2.https://docs.cntd.ru/document/578192930
"
file_1.xlsx,7,synthetic_new_unanswered,"Можно ли оформить выплату для ребенка, проживающего в сельской местности или в отдаленном районе Тульской области?","1.https://docs.cntd.ru/document/412300546
2.https://docs.cntd.ru/document/578192930
"
file_1.xlsx,7,synthetic_new_unanswered,"Какие ограничения по доходам есть для получения компенсации, и действует ли это правило, если в семье есть другие дети?","1.https://docs.cntd.ru/document/412300546
2.https://docs.cntd.ru/document/578192930
"
file_1.xlsx,8,original,Какие выплаты есть для мамы-студентки?,https://docs.cntd.ru/document/406448380
file_1.xlsx,8,synthetic_new_unanswered,"Какие дополнительные условия нужно выполнить, чтобы мама-студентка могла получить данную выплату?",https://docs.cntd.ru/document/406448380
file_1.xlsx,8,synthetic_new_unanswered,"Можно ли получить такую выплату, если мама-студентка обучается на заочной форме?",https://docs.cntd.ru/document/406448380
file_1.xlsx,8,synthetic_new_unanswered,Существуют ли ограничения по возрасту ребенка для получения этой выплаты?,https://docs.cntd.ru/document/406448380
file_1.xlsx,8,synthetic_new_unanswered,Как долго после рождения ребенка можно обратиться за этой выплатой?,https://docs.cntd.ru/document/406448380
file_1.xlsx,8,synthetic_new_unanswered,"Можно ли оформить такую выплату, если ребенок уже родился несколько месяцев назад?",https://docs.cntd.ru/document/406448380
file_1.xlsx,9,original,Какие документы необходимы для оформления выплаты родителю-студенту при рождении ребенка Тульской области?,https://docs.cntd.ru/document/406448380
file_1.xlsx,9,synthetic_new_unanswered,Какие сроки оформления выплаты родителю-студенту после подачи всех необходимых документов в Тульской области?,https://docs.cntd.ru/document/406448380
file_1.xlsx,9,synthetic_new_unanswered,Можно ли подать заявление на выплату через электронный портал или необходимо обращаться лично?,https://docs.cntd.ru/document/406448380
file_1.xlsx,9,synthetic_new_unanswered,"Какие особенности оформления выплаты для студентов-заочников или студентов, обучающихся дистанционно?",https://docs.cntd.ru/document/406448380
file_1.xlsx,9,synthetic_new_unanswered,"Можно ли получить выплату, если один из родителей является студентом, обучающимся в другом регионе России?",https://docs.cntd.ru/document/406448380
file_1.xlsx,9,synthetic_new_unanswered,"Какие дополнительные документы требуются, если родитель является студентом-иностранцем, обучающимся в России?",https://docs.cntd.ru/document/406448380
file_1.xlsx,10,original,"Кто может получить выплату в 1 млн. рублей, при рождении ребенка до 25 летна территории Тульской области?",http://publication.pravo.gov.ru/document/7100202503070002
file_1.xlsx,10,synthetic_new_unanswered,Каковы условия для получения выплаты в 1 млн рублей при рождении второго ребенка в Тульской области?,http://publication.pravo.gov.ru/document/7100202503070002
file_1.xlsx,10,synthetic_new_unanswered,"Можно ли претендовать на данную выплату, если мама уже получила аналогичную поддержку при рождении первого ребенка?",http://publication.pravo.gov.ru/document/7100202503070002
file_1.xlsx,10,synthetic_new_unanswered,"Какой возраст мамы должен быть на день рождения ребенка, чтобы иметь право на эту выплату?",http://publication.pravo.gov.ru/document/7100202503070002
file_1.xlsx,10,synthetic_new_unanswered,"Дифференцируют ли условия выплаты для детей, рожденных в 2025 году и в 2026 году?",http://publication.pravo.gov.ru/document/7100202503070002
file_1.xlsx,10,synthetic_new_unanswered,"Можно ли получить данную выплату, если ребенок рожден в результате суррогатного материнства?",http://publication.pravo.gov.ru/document/7100202503070002
file_1.xlsx,11,original,Куда необходимо обратиться для получения выплаты в 1млн. рублей на третьего ребенка в Тульской области?,http://publication.pravo.gov.ru/document/7100202503070002
file_1.xlsx,11,synthetic_new_unanswered,Какие документы нужно подготовить для оформления выплаты 1 млн рублей на третьего ребенка в Тульской области?,http://publication.pravo.gov.ru/document/7100202503070002
file_1.xlsx,11,synthetic_new_unanswered,Можно ли подать заявку на единовременные выплаты через онлайн-портал Госуслуги или только при личном посещении управлении соцзащиты?,http://publication.pravo.gov.ru/document/7100202503070002
file_1.xlsx,11,synthetic_new_unanswered,Какой срок рассмотрения и утверждения заявления о выплате на третьего ребенка в Тульской области?,http://publication.pravo.gov.ru/document/7100202503070002
file_1.xlsx,11,synthetic_new_unanswered,Есть ли ограничения по возрасту ребенка или по доходам семьи при получении этой выплаты?,http://publication.pravo.gov.ru/document/7100202503070002
file_1.xlsx,11,synthetic_new_unanswered,"Можно ли оформить данную выплату, если семья уже получала подобную материальную помощь по другим программам региона?",http://publication.pravo.gov.ru/document/7100202503070002
file_1.xlsx,12,original,Можно ли потратить 1 млн. рублей за 2 ребенка на ипотеку в тульской области?,
file_1.xlsx,12,synthetic_new_unanswered,"Можно ли использовать 1 млн рублей, полученные в виде единовременной выплаты, для покупки земли в Тульской области на строительство жилья?",
file_1.xlsx,12,synthetic_new_unanswered,При каких условиях можно потратить 1 млн рублей на оплату образовательных программ для ребенка за пределами Тульской области?,
file_1.xlsx,12,synthetic_new_unanswered,"Можно ли направить 1 млн рублей на реконструкцию жилого помеществия, если оно находится в пригороде Тульской области?",
file_1.xlsx,12,synthetic_new_unanswered,"В каком случае средства от выплаты можно использовать для оплаты медицинских услуг, связанных с лечением хронических заболеваний ребенка?",
file_1.xlsx,12,synthetic_new_unanswered,"Можно ли получить выплату и потратить её на покрытие расходов по ипотеке на имущество, приобретенное после получения выплаты, если ипотека оформлена после получения средств?",
file_1.xlsx,13,original,Есть ли выплата в г. Венев на детей при рождении?,https://base.garant.ru/48863548/
file_1.xlsx,13,synthetic_new_unanswered,Какие документы нужно предоставить для оформления выплаты при рождении первого ребенка в Веневе?,https://base.garant.ru/48863548/
file_1.xlsx,13,synthetic_new_unanswered,"Можно ли получить выплату, если женщина не зарегистрирована по месту жительства в Веневе, но родила там первого ребенка?",https://base.garant.ru/48863548/
file_1.xlsx,13,synthetic_new_unanswered,Какие сроки подачи заявления на выплату при рождении ребенка в Веневе?,https://base.garant.ru/48863548/
file_1.xlsx,13,synthetic_new_unanswered,Предоставляется ли выплата при рождении второго ребенка или только при первом?,https://base.garant.ru/48863548/
file_1.xlsx,13,synthetic_new_unanswered,Изменились ли условия получения выплаты при рождении ребенка в Веневе за последние годы?,https://base.garant.ru/48863548/
file_1.xlsx,14,original,Есть ли выплата в г. Плавск на детей при рождении?,https://base.garant.ru/48850244/
file_1.xlsx,14,synthetic_new_unanswered,Какие документы необходимо предоставить для оформления выплаты при рождении первого ребенка в Плавске?,https://base.garant.ru/48850244/
file_1.xlsx,14,synthetic_new_unanswered,"Можно ли получить данную выплату, если женщина достигла возраста 25 лет на день рождения ребенка?",https://base.garant.ru/48850244/
file_1.xlsx,14,synthetic_new_unanswered,Как долго рассматривается заявление на единовременную выплату при рождении ребенка в Плавске?,https://base.garant.ru/48850244/
file_1.xlsx,14,synthetic_new_unanswered,Есть ли ограничения по месту регистрации для получения выплаты при рождении ребенка в Плавске?,https://base.garant.ru/48850244/
file_1.xlsx,14,synthetic_new_unanswered,Можно ли подать заявление на выплату онлайн или только при личном обращении в органы социальной защиты населения?,https://base.garant.ru/48850244/
file_1.xlsx,15,original,"Родился второй ребенок , нужна коляска, можете помочь?",http://publication.pravo.gov.ru/document/7101202501170001
file_1.xlsx,15,synthetic_new_unanswered,"Какие документы необходимо подготовить, если ребенок родился недавно, и я хочу получить предметы первой необходимости через программу проката?",http://publication.pravo.gov.ru/document/7101202501170001
file_1.xlsx,15,synthetic_new_unanswered,"Можно ли воспользоваться услугой проката предметов первой необходимости, если я являюсь временно зарегистрированным на территории Тульской области?",http://publication.pravo.gov.ru/document/7101202501170001
file_1.xlsx,15,synthetic_new_unanswered,Как долго длится процесс выдачи предметов первой необходимости для новорожденного после подачи всех необходимых документов?,http://publication.pravo.gov.ru/document/7101202501170001
file_1.xlsx,15,synthetic_new_unanswered,"Можно ли оформить временное пользование коляской через программу проката, если семья проживает в другом регионе, но зарегистрирована в Тульской области?",http://publication.pravo.gov.ru/document/7101202501170001
file_1.xlsx,15,synthetic_new_unanswered,Какие ограничения по возрасту у детей для получения предметов первой необходимости в рамках этого пункта проката?,http://publication.pravo.gov.ru/document/7101202501170001
file_1.xlsx,16,original,Есть ли выплаты за рождение ребенка в Тульском регионе?,"https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377"
file_1.xlsx,16,synthetic_new_unanswered,Какие документы необходимы для оформления выплаты при рождении ребенка в Тульской области?,"https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377"
file_1.xlsx,16,synthetic_new_unanswered,Можно ли получить выплату за рождение ребенка при наличии другого детей в семье?,"https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377"
file_1.xlsx,16,synthetic_new_unanswered,Существуют ли ограничения по доходу для получения выплаты за рождение в Тульском регионе?,"https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377"
file_1.xlsx,16,synthetic_new_unanswered,Через какой срок после рождения ребенка можно оформить выплату в Тульской области?,"https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377"
file_1.xlsx,16,synthetic_new_unanswered,"Могут ли оформить выплату в Тульской области родители, проживающие за пределами региона?","https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377"
file_1.xlsx,17,original,"Какая сумма выплаты будет, если родилась двойня на территории Тульской области?","https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377"
file_1.xlsx,17,synthetic_new_unanswered,Какие дополнительные выплаты или пособия положены при рождении двойни в Тульской области?,"https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377"
file_1.xlsx,17,synthetic_new_unanswered,"Можно ли получить государственную поддержку при рождении двойни, если один из родителей является безработным?","https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377"
file_1.xlsx,17,synthetic_new_unanswered,"Какие документы необходимо предоставить для оформления единовременной выплаты на двух детей, рожденных одновременно в Тульской области?","https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377"
file_1.xlsx,17,synthetic_new_unanswered,Существуют ли ограничения по возрасту родителей для получения выплаты при рождении двойни в Тульской области?,"https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377"
file_1.xlsx,17,synthetic_new_unanswered,"Как изменятся условия выплаты, если один из родителей является инвалидом или имеет иные особые обстоятельства?","https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377"
file_1.xlsx,18,original,"Мне отказали в выплате 25 000 за рождение ребенка на территории Тульской области, т.к. ребенок родился 8 месяцев назад.

","https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377
"
file_1.xlsx,18,synthetic_new_unanswered,"Можно ли подать заявление на эту выплату, если прошло больше шести месяцев со дня рождения ребенка, и какие документы для этого потребуются?","https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377
"
file_1.xlsx,18,synthetic_new_unanswered,Есть ли возможность оспорить отказ в выплате через суд или иной порядок?,"https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377
"
file_1.xlsx,18,synthetic_new_unanswered,"Можно ли получить компенсацию или помощь другим образом, если срок подачи заявления истёк?","https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377
"
file_1.xlsx,18,synthetic_new_unanswered,Какие причины могут быть основанием для рассмотрения заявления после установленного срока?,"https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377
"
file_1.xlsx,18,synthetic_new_unanswered,"Облагается ли эта выплата налогами или существует ли какая-либо категория граждан, которой полагается повышенная выплата?","https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377
"
file_1.xlsx,19,original,Какие документы необходимы? на получение 25 000 при рождении ребенка?,"https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377
"
file_1.xlsx,19,synthetic_new_unanswered,"Какие документы требуются, если ребенок был рожден за пределами Тульской области, но родители хотят оформить выплату по месту регистрации?","https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377
"
file_1.xlsx,19,synthetic_new_unanswered,Можно ли оформить выплату 25 000 рублей при рождении ребенка через электронные сервисы или только лично в органы соцзащиты?,"https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377
"
file_1.xlsx,19,synthetic_new_unanswered,Сколько времени займёт процедура получения выплаты после подачи всех необходимых документов?,"https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377
"
file_1.xlsx,19,synthetic_new_unanswered,"Можно ли подать заявление на получение выплаты, если один из родителей временно отсутствует на территории России?","https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377
"
file_1.xlsx,19,synthetic_new_unanswered,"Какие альтернативные документы можно предоставить, если у заявителя или ребенка нет свидетельства о рождении?","https://docs.cntd.ru/document/406448380
https://docs.cntd.ru/document/406448377
"
file_1.xlsx,20,original,nan,
file_1.xlsx,20,synthetic_new_unanswered,Какие документы нужны для оформления регистрации в жилом помещении?,
file_1.xlsx,20,synthetic_new_unanswered,Сколько времени занимает процедура смены прописки в паспортном столе?,
file_1.xlsx,20,synthetic_new_unanswered,"Можно ли зарегистрироваться по месту временного проживания, если у меня нет собственности на жильё?",
file_1.xlsx,20,synthetic_new_unanswered,Какое минимальное количество документов необходимо для оформления постоянной прописки для иностранного гражданина?,
file_1.xlsx,20,synthetic_new_unanswered,Какие ограничения существуют по возрасту для регистрации по месту жительства?,
file_2.xlsx,0,original,Где узнать перечень прививок для ребенка?,приказ министерства здравоохранения РФ от 06.12.2021г. №1122н https://normativ.kontur.ru/document?moduleId=1&documentId=475217
file_2.xlsx,0,synthetic_new_unanswered,Какие источники информации о необходимых прививках для ребенка можно использовать в интернете?,приказ министерства здравоохранения РФ от 06.12.2021г. №1122н https://normativ.kontur.ru/document?moduleId=1&documentId=475217
file_2.xlsx,0,synthetic_new_unanswered,Как часто обновляется перечень обязательных прививок для детей в РФ?,приказ министерства здравоохранения РФ от 06.12.2021г. №1122н https://normativ.kontur.ru/document?moduleId=1&documentId=475217
file_2.xlsx,0,synthetic_new_unanswered,Можно ли получить индивидуальный график вакцинации для ребенка в зависимости от его состояния здоровья?,приказ министерства здравоохранения РФ от 06.12.2021г. №1122н https://normativ.kontur.ru/document?moduleId=1&documentId=475217
file_2.xlsx,0,synthetic_new_unanswered,Где можно узнать о возможных противопоказаниях к определённым прививкам для ребенка?,приказ министерства здравоохранения РФ от 06.12.2021г. №1122н https://normativ.kontur.ru/document?moduleId=1&documentId=475217
file_2.xlsx,0,synthetic_new_unanswered,"Как получить консультацию по поводу прививок, если у ребенка есть хронические заболевания?",приказ министерства здравоохранения РФ от 06.12.2021г. №1122н https://normativ.kontur.ru/document?moduleId=1&documentId=475217
file_2.xlsx,1,original,Какие исследования необходимо пройти ребенку в первый год жизни?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,1,synthetic_new_unanswered,Какие дополнительные обследования могут понадобиться ребенку в первый год жизни при наличии родовых травм?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,1,synthetic_new_unanswered,Можно ли пройти дополнительные генетические тесты по рекомендации педиатра в первый год?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,1,synthetic_new_unanswered,Какие исследования следует делать малышам с предрасположенностью к аллергиям во время первого года?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,1,synthetic_new_unanswered,Когда лучше всего делать повторные ультразвуковые исследования органов брюшной полости у детей первого года жизни?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,1,synthetic_new_unanswered,"Какие исследования рекомендуется пройти ребенку, если в семье есть случаи наследственных заболеваний?",приказ министерства здравоохранения РФ от 10.08.2017г. №514н https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,2,original,Почему дети до года должны проходить профилактический осмотр в определенный день недели (грудничковый день)?,приказ министерства здравоохранения РФ от 07.03.2018 N 92н    https://base.garant.ru/71925984/
file_2.xlsx,2,synthetic_new_unanswered,Как часто проходят профилактические осмотры для детей до года в рамках грудничкового дня?,приказ министерства здравоохранения РФ от 07.03.2018 N 92н    https://base.garant.ru/71925984/
file_2.xlsx,2,synthetic_new_unanswered,"Можно ли пройти профилактический осмотр в любой день, если ребёнок пропустил грудничковый день?",приказ министерства здравоохранения РФ от 07.03.2018 N 92н    https://base.garant.ru/71925984/
file_2.xlsx,2,synthetic_new_unanswered,Какие меры принимаются для соблюдения санитарных требований во время грудничкового дня?,приказ министерства здравоохранения РФ от 07.03.2018 N 92н    https://base.garant.ru/71925984/
file_2.xlsx,2,synthetic_new_unanswered,Обязателен ли предварительный запис на осмотр в этот день или можно прийти без записи?,приказ министерства здравоохранения РФ от 07.03.2018 N 92н    https://base.garant.ru/71925984/
file_2.xlsx,2,synthetic_new_unanswered,Какой возраст детей подлежит обязательному прохождению профилактических осмотров в рамках грудничкового дня?,приказ министерства здравоохранения РФ от 07.03.2018 N 92н    https://base.garant.ru/71925984/
file_2.xlsx,3,original,"Как записать ребенка к дерматологу, если в нашей поликлинике нет такого врача?",
file_2.xlsx,3,synthetic_new_unanswered,Какие документы нужно подготовить для получения направления к дерматологу для моего ребенка?,
file_2.xlsx,3,synthetic_new_unanswered,"Можно ли записаться к дерматологу через интернет, если в нашей поликлинике нет такого специалиста?",
file_2.xlsx,3,synthetic_new_unanswered,"Как быстро можно получить направление к дерматологу, если его в нашей поликлинике нет?",
file_2.xlsx,3,synthetic_new_unanswered,"Есть ли альтернативные способы консультации дерматолога для ребенка, если в ближайшей поликлинике его нет?",
file_2.xlsx,3,synthetic_new_unanswered,Можно ли выбирать конкретного дерматолога в ГУЗ «Тульский областной кожно-венерологический диспансер» при направлении?,
file_2.xlsx,4,original,"Кто может осмотреть ребенка, если участковый врач-педиатр на больничном/в отпуске?",
file_2.xlsx,4,synthetic_new_unanswered,"Если участковый врач-педиатр временно недоступен, как можно ускорить получение медицинской помощи ребенку в экстренной ситуации?",
file_2.xlsx,4,synthetic_new_unanswered,"Можно ли проводить осмотр ребенка врачом из другой поликлиники, не прикреплённым к месту жительства, если участковый врач отсутствует?",
file_2.xlsx,4,synthetic_new_unanswered,"Как долго может длиться вынужденное отсутствие участкового врача, прежде чем потребуется обращаться к другому специалисту?",
file_2.xlsx,4,synthetic_new_unanswered,Какие документы необходимы врачу для осмотра ребенка в случае отсутствия его постоянного участкового врача?,
file_2.xlsx,4,synthetic_new_unanswered,"Можно ли получить медицинскую консультацию для ребенка по видеосвязи, если участковый врач в отпуске или на больничном?",
file_2.xlsx,5,original,Как пройти исследования ребенку? Где получить результаты исследований?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н  https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,5,synthetic_new_unanswered,Какие сроки проведения профилактических осмотров и исследований для детей установлены законодательством?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н  https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,5,synthetic_new_unanswered,"Можно ли получить результаты исследований ребенка через электронные сервисы, если да, то как это сделать?",приказ министерства здравоохранения РФ от 10.08.2017г. №514н  https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,5,synthetic_new_unanswered,Какие дополнительные обследования могут назначить ребенку врачи в случае обнаружения отклонений или симптомов?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н  https://normativ.kontur.ru/document?moduleId=1&documentId=345500
file_2.xlsx,5,synthetic_new_unanswered,Можно ли провести исследования ребенка в частной клинике и получить результаты через государственный портал?,приказ министерства здравоохранения РФ от 10.08.2017г. №514н  https://normativ.kontur.ru/document?moduleId=1&documentId=345500
